date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:45	4717/4717	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/js/main.js	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/js/main.js	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:08:46	7578/7578	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/header/avatar.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/header/avatar.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:08:49	40510/40510	---M--	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/css/main.css	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/css/main.css	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:08:50	44414/44414	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/1_thumb.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/1_thumb.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:08:53	85589/85589	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/js/jquery.min.js	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/js/jquery.min.js	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:08:56	31186/31186	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/2_thumb.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/2_thumb.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:01	22686/22686	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/3_thumb.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/3_thumb.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:22	120767/120767	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/4_full.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/4_full.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:26	10733/10733	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/4_thumb.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/4_thumb.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:26	204018/204018	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/3_full.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/3_full.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:34	302732/302732	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/2_full.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/2_full.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:37	55301/55301	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/5_thumb.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/5_thumb.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:42	20786/20786	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/6_thumb.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/6_thumb.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:44	2930/2930	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/bbc.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/bbc.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:46	5043/5043	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/disney.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/disney.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:48	3640/3640	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/github.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/github.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:49	4238/4238	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/google.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/google.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:51	2185/2185	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/html5.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/html5.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:54	8371/8371	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/kickstarter.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/kickstarter.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:56	4443/4443	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/youtube.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/youtube.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:09:58	5371/5371	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/vimeo.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/clients/vimeo.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:10:04	523688/523688	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:40%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/1_full.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/1_full.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:10:06	214946/214946	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/6_full.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/6_full.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
22:10:17	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.eot	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.eot	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/css/brands.min.css)
22:10:22	129352/129352	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.eot?	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400d41d.eot	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/css/brands.min.css)
22:10:31	87352/87352	---M--	200	added ('OK')	font/woff	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.woff	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.woff	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/css/brands.min.css)
22:10:37	74436/74436	---M--	200	added ('OK')	font/woff2	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.woff2	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.woff2	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/css/brands.min.css)
22:10:42	689922/689922	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.svg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.svg	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/css/brands.min.css)
22:10:43	7303/7303	---M--	200	added ('OK')	image/gif	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/loading.gif	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/loading.gif	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:44	3184/3184	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/prev.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/prev.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:45	3193/3193	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/next.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/next.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:45	2949/2949	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/close.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/close.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:47	4224/4224	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/prev@2x.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/prev@2x.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:48	129048/129048	---M--	200	added ('OK')	font/ttf	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.ttf	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/webfonts/fa-brands-400.ttf	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/font-awesome/css/brands.min.css)
22:10:48	18134/18134	---M--	200	added ('OK')	image/gif	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/loading@2x.gif	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/loading@2x.gif	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:49	4235/4235	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/next@2x.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/next@2x.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:49	3097/3097	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/close@2x.png	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/close@2x.png	(from http://ruvenpelka.com/demos/desmond-resume/dark/assets/plugins/nivo-lightbox/themes/default/default.css)
22:10:51	636407/636407	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jun%202019%2006:16:41%20GMT	http://ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/5_full.jpg	C:/xampp/htdocs/CV%20HTML/ruvenpelka.com/demos/desmond-resume/dark/assets/images/portfolio/5_full.jpg	(from http://ruvenpelka.com/demos/desmond-resume/dark/)
